network,author_username,post_text
twitter,thekittenfiend,"@whitehouse Reduce light pollution. Benefit ecosystems, public health, environment, astrophysics, residence. http://darksky.org #chirp #whgc"
twitter,thorsonofodin,@whitehouse As a citizen of the United States and a professional scientist I vote for the human genome project!
twitter,offLake,"@whitehouse #whgc Guarantee every child the opportunity to travel abroad during their school years, it opens hearts and eyes and minds"
twitter,JeremiahLee,"@whitehouse Entrepreneur visa, @Lessig's intellectual property changes, Change-Congress.org's rules, more wind power & CNG trucks"
twitter,hadlock,"@whitehouse Hey let's cap congressional and senate salaries at $75,000/year, and suspend payment until they finish writing the budget! #whgc"
twitter,ActsOfTreason,@whitehouse #whgc Replace corn with sugarcane in ethanol production. Sugarcane is 4x more efficient & no other country uses corn. Corn=food!
twitter,retiredfirecapt,@whitehouse time to STOP SPENDING money we do not have. Time to reverse course since the Obama plans are ruining the economy. Cut taxes too!
twitter,thorsonofodin,@whitehouse #whgc  I vote to fund more research into algal hydrogen production.
twitter,sunfrog1,@whitehouse #whgc A battery the size of a laptop that can store as much energy as 20 car batteries.
twitter,sunfrog1,@whitehouse #whgc Photograph all living things. This project is already underway but I don't know the name of it.
twitter,eyewitness81,@whitehouse Doing good with Healthcare and Nuclear arms. Next big challange is hunger.  It's inexcusable that there are hungry in the US.
twitter,mdc84,@whitehouse the single challenge to add to the National agenda is to decrease entitlement programs + lower the nat'l debt. #whgc
twitter,Avenicio,@whitehouse online medical records the cost is high the benefit is even higher
twitter,blanksslate,@whitehouse Leave us alone. Think you're up to the challenge? #whgc
twitter,nyscof,@whitehouse #whgc  Measure cavity rates against diet e.g. fruit & vegetable consumption
twitter,tobewan,@whitehouse building and implementing the smart-grid in energy. #whgc
twitter,nyscof,@whitehouse #whgc  Measure individual fluoride intake & individual's cavity rate
twitter,jonk,@whitehouse we need to find ways to fix this planet and make sure we leave something our descendants will thrive in #whgc
twitter,EricMueller,"@whitehouse Always-on, everywhere free broadband. The fundamental foundation for innovation. #whgc"
twitter,jf,@whitehouse me and my friends would love to work on removing or dependence on oil for energy #whgc
twitter,chrisajuk,hope uk gov looks at what @whitehouse is doing with crowd-sourcing for data.
twitter,sunfrog1,@whitehouse #whgc At home system that can purify rainwater into drinking water. Works anywhere in the country.
twitter,boguta,@whitehouse  can nuclear weapons be defeated ?
twitter,SignalMarketing,@whitehouse REDUCE DRUG Consumption Â¡Â¡Â¡Â¡ #whgc
twitter,Joolio12,"@whitehouse #whgc Every citizen, regardless of economic class, should have a Internet enabled phone."
twitter,sunfrog1,"@whitehouse #whgc Streamline the patent office to make it easier for citizens to research, invent, patent, and market their inventions."
twitter,worblehat,apparently responses are looked at.. @whitehouse: What Grand Challenge should be on our Nation's to-do list? ! http://bit.ly/dy9fkL #whgc
twitter,weraadi,@whitehouse the great challenge is to keep pace with technology in public schools with the commercial sector know I was a tech teacher
twitter,robertmurray,@whitehouse Helping to solve homelessness domestically. There are increasing numbers of homeless people.
twitter,sunfrog1,@whitehouse #whgc Build better humanoid robots than the Japanese.
twitter,plurrtard,RT @whitehouse looking for Grand Challenges in science & tech via Twitter http://bit.ly/9ouo1i | More: http://bit.ly/dy9fkL
twitter,sunfrog1,"@whitehouse #whgc Build bullet trains across America. MUST go at least 200 mph, not the puny stuff in the works now."
twitter,chrisajuk,What Grand Challenge should be on our Nation's to-do list? Reply w/your idea now! http://bit.ly/dy9fkL #whgc (via @whitehouse)
twitter,sunfrog1,@whitehouse #whgc Build an underwater city for scientists and civilian tourists. Also for coolness.
twitter,sunfrog1,@whitehouse #whgc Build a chunnel from Alaska to Russia which contains a road and high speed rail
twitter,plurrtard,Follow @whitehouse and respond when they ask questions. They actually use these responses. #chirp
twitter,dougmejia,@whitehouse Improve education by treating teachers how they should be treated (and pay them what they deserve too).
twitter,AC613,@whitehouse Set up a permanent base on the moon!
twitter,nocompulsoryvac,@whitehouse Almost 50% of America's children are sick with chronic conditions-look at the vaccination link #whgc Give us healthy kids!
twitter,zachgs,"@Whitehouse lowering taxes, reducing govt regulation, and just in general staying out of American's way should be the top priorities"
twitter,Deathgleaner,"@whitehouse Here's a grand idea: Replace ALL the notebooks, filler paper, and textbooks in schools and give each student an e-tablet #whgc"
twitter,weraadi,@whitehouse train the trainers #whgc  schools effectively using technology to train children need funds
twitter,phantommongoose,@whitehouse biodiesel made from algae
twitter,ActsOfTreason,@whitehouse #whgc Secure US Communications Infrastructure to Prevent International Espionage http://bit.ly/989eUA http://bit.ly/9To9l3
twitter,gretchen_stone,@whitehouse Create one green job for every carbon job lost.
twitter,IDisposable,What Grand Challenge should be on our Nation's to-do list? Reply w/your idea now! http://bit.ly/dy9fkL #whgc (via @whitehouse)
twitter,ecofleet,@Whitehouse Our police fleets should be driving the market toward better hybrid and natural gas technologies http://bit.ly/cOVA0R #whgc
twitter,KevinYeaux,@whitehouse How about we follow the Constitution of the United States. Perhaps you've heard of it. #whgc
twitter,japhygrant,Hey @whitehouse - Let's create a system that can cheaply convert every house in America so it can generate its own power. #whgc
twitter,StealthJihad,RT @ActsOfTreason @whitehouse Secure US Communications Infrastructure to Prevent International Espionage http://bit.ly/989eUA #whgc
twitter,TheSmartup,@whitehouse Overturn the Supreme Court ruling on Corporations 1st Amendment and corp spending on elections. were they crazy! #whgc
twitter,StealthJihad,RT @ActsOfTreason @whitehouse Stop Supporting War Crimes http://bit.ly/deJrNA #whgc
twitter,givebackgethire,@whitehouse offer incentives 2 companies 2 hire newly trained folks who gain on the job experience & are able 2 support their families #whgc
twitter,ActsOfTreason,@whitehouse Stop Supporting War Crimes http://bit.ly/deJrNA #whgc
twitter,supercatcalhoun,"@whitehouse Scientific collaboration from bench to bedside is a grand idea - use technology to make it happen, #whgc #raredisease"
twitter,selfreliantlife,@whitehouse Help prepare/design/encourage an American lifestyle where self reliance is the norm not the exception. #whgc
twitter,danwood,".@whitehouse Revoke ""corporate personhood"" and corporate abuse of powers so America is By/For/Of the *people* again. #whgc"
twitter,fuzzykiwiman,@whitehouse More income equality. Less people in prison more people in classrooms. Less guns and bombs. More cocktail parties. #whgc
twitter,JerseyLakeLady,@whitehouse 1. Jobs! 2. end war 3.  Healthcare+ 4. Education 5. don't ask don't tell
twitter,ecofleet,"@whitehouse Police vehicles have lasting impact after police use. Driven to 300,000 miles =  20,000 gals of gas! http://bit.ly/cOVA0R #whgc"
twitter,UnofficialHB,Technological Challenges America Should Tackle (0.5): Tweet to @whitehouse or email to challenge@ostp.gov http://bit.ly/aybNYd
twitter,StealthJihad,"RT @ActsOfTreason @whitehouse Replace corn w/ sugarcane in ethanol. Sugarcane is 4x more efficient, no one else uses corn #whgc corn=food"
twitter,mossadassassins,@whitehouse Secure US Banking to Prevent Financing of International Terrorism http://bit.ly/du0Dh2 #whgc
twitter,danblair,"@whitehouse #whgc Revoke the ""citizenship"" of corporations."
twitter,selfreliantlife,@whitehouse  #whgc  Implement a national Milky Spore effort to eliminate the Japanese Beetle nationally.  Should save money in the long run.
twitter,therealrx,@whitehouse re:grand challenge...  peace
twitter,StealthJihad,@whitehouse Stop selling advanced weapons to Israel http://bit.ly/blzfqX  #whgc
twitter,danblair,@whitehouse #whgc Please: a massive national reforestation program including the outskirts of exurban cities.
twitter,Ridgekeeper,@whitehouse Go to individual counties in states with highest unemployment and let them start a #medicare /medicaid fraud unit for jobs #whgc
twitter,poberbauer,"@whitehouse High Speed Rail, cure cancer, infrastructure bank, reduce budget deficit #whgc"
twitter,Ridgekeeper,@whitehouse Take down all the mountain ridge litter you have allowed #Wind Turbines right now.  #whgc
twitter,jewbama,RT @StealthJihad @whitehouse Stop selling advanced weapons to Israel http://bit.ly/blzfqX #whgc
twitter,Ridgekeeper,@whitehouse Stop Renewable Energy Grants at end of 2010 Stop insane subsidies to #wind industry #whgc
twitter,walkable,"@whitehouse #whgc Build a high-speed rail network China would be jealous of + make all streets complete streets for peds, bikes, vehicles"
twitter,Ridgekeeper,@whitehouse The first county should be #Ashe County #NC with unemployment over 15% let them start first #medicare #medicaid fraud unit #whgc
twitter,dd0s,#Current @whitehouse the biggest tech challenge is energy http://bit.ly/cHsbaB #dd0s #ccp #gfw
twitter,salvadorrusso,RT @jewbama @StealthJihad Stop Selling Advanced Weapons to #Israel http://is.gd/bt9wY @whitehouse #tcot #tlot #military #veterans #teaparty
twitter,AboutGoNW,@whitehouse #whgc Programs are needed that make science - and intellectual achievement in general - something to respect and aspire to.
twitter,WorldStartups,@whitehouse #whgc Fund startup incubators in every major city in the world.  A very efficient way to have long term economic impact.
twitter,NEBurb,@whitehouse #whgc Provide #healthy food for the country.  End corporate #farm subsidies.  Invest in micro energy programs
twitter,infinitegal,RT @jewbama: RT @StealthJihad @whitehouse Stop selling advanced weapons to Israel http://bit.ly/blzfqX #whgc
twitter,Ridgekeeper,"@whitehouse Allow albuterol inhalers to use CFC 's again, so Asthma sufferers can have something that works in emergencies. #whgc"
twitter,ManhattanPsych,@whitehouse ramp up funding & competition in nuclear physics research molecular imaging & nanotechnology to enter the 21st century with hope
twitter,Ridgekeeper,@whitehouse Anything coming from China should be Taxed.  Make China pay high taxes to import so we can again build it here! #whgc
twitter,WorldStartups,@whitehouse #whgc Prevent lunatic fringe from using increasingly harmful and available technology to cause mass violence.
twitter,reject69187,@whitehouse The Google 1gigabit per second speed internet to every house!
twitter,Ridgekeeper,@whitehouse Invent portable device to test early signs head trauma via abnormal eye movements for sports & military #whgc build in #ashe #nc
twitter,btqf1973,@whitehouse universal access to broadband internet not  just USA but the entire planet - when it's as easy as TV and cell freedom wins
twitter,Ridgekeeper,@whitehouse I demand renewable energy that works when I need it! #whgc  Wind power has a capacity value of 0! SAY NO to #wind #awea   #whgc
twitter,Padmasree,"@whitehouse Digital global health system -records, Telemedicine, mobile  alerts all on a single interoperable platform with global standards"
twitter,opengov,RT @whitehouse: What Grand Challenge should be on our Nation's to-do list? Reply w/your idea now! http://bit.ly/dy9fkL #whgc
twitter,drsekula,@whitehouse #whgc Require that a percentage of each federal research grant support edu./outreach (ala NSF) or partnerships with Dep. of Edu.
twitter,drsekula,"@whitehouse #whgc Incentivize the education system to improve quantitative reasoning and engineering, not just math skills."
twitter,drsekula,"@whitehouse #whgc Better branding of the 5 federal basic research agencies: NSF, DOE, DOD, NIST, NASA. NASA+NSF are the only clear brands."
twitter,drsekula,"@whitehouse Private sector encouragement: the #whgc would benefit from incentives to business to engage in long-term, risky research"
twitter,KG101,@whitehouse Job creations not just highways ever see how many guys it takes to build a road... not many we need jobs for the masses
twitter,maloriejanasek,Upcoming @GCChicagoSummit is exploring NAE's Grand Challenges RT @adnys: RT @Whitehouse What Grand Challenge (cont) http://tl.gd/sc03k
twitter,DyingOfCancer,RT @intelcenter: RT @StealthJihad @whitehouse Stop selling advanced weapons to Israel http://bit.ly/blzfqX #whgc
twitter,intelcenter,RT @StealthJihad @whitehouse Stop selling advanced weapons to Israel http://bit.ly/blzfqX #whgc
twitter,drsekula,"@whitehouse #whgc Recreate the Office of Technology Assessment to help Congress obtain reliable, long-term science and tech. advice."
twitter,intelcenter,RT @StealthJihad RT @ActsOfTreason @whitehouse Stop Supporting War Crimes http://bit.ly/deJrNA #whgc
twitter,brianattopsy,"@whitehouse energy, energy, energy, energy. technology for self-sustaining households that can survive off-grid, for example."
twitter,bubbleideas,@OpenGov @whitehouse http://bit.ly/90oxnG Bring unique identification (SSN) completely online for ease & authenticity of access #ogov #gov20
twitter,jewishjihad,RT @StealthJihad RT @ActsOfTreason @whitehouse Stop Supporting War Crimes http://bit.ly/deJrNA #whgc
twitter,stumo,".@whitehouse Painful timing with the #whgc project. Take a look at unemployment, any fool can see it's at a ""grand"" scale right now. Fix it."
twitter,sean03,"@whitehouse tax breaks and widely-disseminated instructions for xeriscaping lawns; no  watering, no smoky lawnmowers #whgc"
twitter,bonedog84,"@whitehouse to add to the list of grand projects: a Manhattan Project for education, creating open-access K-12 online texts."
twitter,loopflux,@whitehouse Develop flexible open-source architecture template allowing agencies to migrate away from Microsoft.
twitter,Catherine_Ford,@WhiteHouse: #whgc - College/Trade School availability for all who want to put in the effort w/loan forgiveness for NPrft/Govt wk after done
twitter,classicalracist,RT @mossadassassins @whitehouse Secure US Banking to Prevent Financing of International Terrorism http://bit.ly/du0Dh2 #whgc
twitter,antio,Grand Challenges of the 21st Century: Get spending & taxes under control; get off foreign oil; fix the grid. @whitehouse #whgc
twitter,classicalracist,@whitehouse #whgc Secure US Communications Infrastructure to Prevent International Espionage http://bit.ly/989eUA http://bit.ly/9To9l3
twitter,classicalracist,RT @StealthJihad RT @ActsOfTreason @whitehouse Stop Supporting War Crimes http://bit.ly/deJrNA #whgc
twitter,Catherine_Ford,@WhiteHouse: #whgc Setting up a base on the moon and going to Mars should be among our next grand challenges. Science/Math Ed needs a boost!
twitter,classicalracist,RT @StealthJihad @whitehouse Stop selling advanced weapons to Israel http://bit.ly/blzfqX #whgc
twitter,dhgisme,"@whitehouse find ways to promote a national paradigm shift towards collaboration, open innovation / science   #whgc"
twitter,myrta_r_harris,RT @myrnarivera: A CTA from @whitehouse: Grand Challenges of the 21st Century -Your Ideas Welcome! Reply here --&gt; http://ow.ly/1yEQN
twitter,myrnarivera,A call to action from @whitehouse: Grand Challenges of the 21st Century -- Your Ideas Welcome! Reply w/your idea here --&gt; http://ow.ly/1yEQN
twitter,schlaf,@Whitehouse The grand challenge that I think we need to address is a lack of affordable and exceptional education for all citizens. #Invest
twitter,caseywest,".@whitehouse Mass transit infrastructure: High speed and light rail, urban transit, bike lanes, biking incentives, electric busses. #whgc"
twitter,shanewharris,@timoreilly @Whitehouse People on Mars by 2020.
twitter,ChrisDiehl,@whitehouse Manhattan project for green energy in order to become world leader in green tech. China already going full force. #whgc
twitter,lr3031,@ActsOfTreason @whitehouse Stop Supporting War Crimes http://bit.ly/deJrNA #whgc
twitter,larsleafblad,Like this? @meents @residerocks built change.gov RT @timoreilly @Whitehouse Seeking Grand Challenges for US to-do list! http://j.mp/dy9fkL
twitter,edwardvirtually,RT @ActsOfTreason: @whitehouse #whgc Replace corn w/sugarcane in ethanol production. Sugarcane is 4x more efficient & Corn=food!
twitter,BenVenzke,RT @mossadassassins @whitehouse Secure US Banking to Prevent Financing of International Terrorism http://bit.ly/du0Dh2 #whgc
twitter,BenVenzke,RT @StealthJihad @whitehouse Stop selling advanced weapons to Israel http://bit.ly/blzfqX #whgc
twitter,BenVenzke,RT @StealthJihad RT @ActsOfTreason @whitehouse Stop Supporting War Crimes http://bit.ly/deJrNA #whgc
twitter,earthspeakorg,RT @edwardvirtually @ActsOfTreason @whitehouse #whgc Replace corn w/sugarcane 4 ethanol. Sugarcane is 4x more efficient & Corn=food!
twitter,nmanaloto,@whitehouse #whgc - cure for diabetes
twitter,nmanaloto,@whitehouse #whgc - long range and remote nuclear weapon disarming technology
twitter,metalsnews,"@whitehouse Renewable energy, Nano tech tungsten mesh, High speed communications (internet,WiFi,mobile)"
twitter,nmanaloto,@whitehouse #whgc - a new smart system that will provide trading equality scenarios and solutions to all nations (solve trading issues)
twitter,lr3031,@mossadassassins @whitehouse Secure US Banking to Prevent Financing of International Terrorism http://bit.ly/du0Dh2 #whgc
twitter,nmanaloto,"@whitehouse #whgc - create a new kind of industry where US can lead & create new jobs, technologies, products, educational opportunities etc"
twitter,Alwayswatchin,"@whitehouse#whgc Remove the ""At Will"" clause to improve employee rights and reduce unemployment and the economy. It is grossly misused."
twitter,Token12ga,"RT @sigholmes: Making Boehner quit using ""spray on tan."" @whitehouse What Grand Challenge should be on our Nation's to-do list? #whgc"
twitter,nmanaloto,@whitehouse #whgc create gadget that will capture energy from all human activity in non obtrusive way  ie keyboard typing powers battery
twitter,UTsavage,RT @SigHolmes Make Eric Cantor less smarmy. @whitehouse What Grand Challenge should be on our Nation's to-do list? #whg
twitter,Knottienature,@whitehouse What Grand Challenge should be on our Nation's to-do list?  &lt; getting the hell out of peoples lives and wallets?
twitter,SigHolmes,Make Eric Cantor less smarmy. @whitehouse What Grand Challenge should be on our Nation's to-do list? #whgc
twitter,SigHolmes,"Making Boehner quit using ""spray on tan."" @whitehouse What Grand Challenge should be on our Nation's to-do list? #whgc"
twitter,Samiztweet,@whitehouse Giving a rip about human rights in #China and treating the Dalai Lama like the next #Gandhi he is would be one suggestion.
twitter,pattymlt,@whitehouse Convince the american ppl that financial reform is a must! Don't wait till it's too late!
twitter,UTsavage,"RT @SigHolmes 
  
Decreasing income inequality, top to bottom. @whitehouse What Grand Challenge should be on our Nation's to-do list? #whgc"
twitter,SigHolmes,Making elected GOP officials display some manners in public. @whitehouse What Grand Challenge should be on our Nation's to-do list? #whgc
twitter,SigHolmes,Reducing influence of foreign capital. @whitehouse What Grand Challenge should be on our Nation's to-do list? #whgc
twitter,selassieanwar,@whitehouse We need to get back in the top spot for science and technology! Americans are so competitive but we're falling behind in this?!
twitter,SigHolmes,"Sustainable economic development, domestically. @whitehouse What Grand Challenge should be on our Nation's to-do list? #whgc"
twitter,SigHolmes,"Decreasing income inequality, top to bottom. @whitehouse What Grand Challenge should be on our Nation's to-do list? #whgc"
twitter,SigHolmes,Increasing labor union membership numbers. @whitehouse What Grand Challenge should be on our Nation's to-do list? #whgc
twitter,SigHolmes,Take the country back from corporate interests; finance reform. @whitehouse What Grand Challenge should be on our Nation's to-do list? #whgc
twitter,NoirPride,@whitehouse Let me have at least a civil union nation wide. This is a secular nation. Unions are decided by the state.
twitter,BanditWorks,@whitehouse #whgc - Build nationwide energy infrastructure fueled by clean & renewable sources! (i.e. solar powered hydrogen fuel stations)
twitter,zyngarfaggots,@whitehouse #whgc Manhattan Project scale efforts in making nuclear fusion a reality
twitter,ATLPICS_NET,RT @twitter: @whitehouse looking for #Grand #Challenges in #science & #tech... (via @whitehouse) â€¢ #entropy #privacy #data #social #Facebook
twitter,zyngarfaggots,@whitehouse #whgc Give much greater exposure and priority to science and technology through popular mass media
twitter,zyngarfaggots,@whitehouse #whgc Allow major advance in computer technolgy by investing in bringing memristor based processor/storage technology to market
twitter,Acey376,"@whitehouse what about a new Obama genome project? Tell the truth Obama, you're a damned foreigner!"
twitter,patrickneville,@whitehouse i think translation is the most important along with prosthetics
twitter,Rhinehold,"@whitehouse how about ""Letting people live their lives as they choose?""  Or is that too daunting of a task to take on?"
twitter,Acey376,"@whitehouse how about reestablishing states rights, personal liberty, and massively reducing the size of federal government? Get out Obama!"
twitter,elizabeth5058,@whitehouse education...Let's take a really big step in making education relevant and put vocational education back in high school!
twitter,elizabeth5058,"@whitehouse the economy! Corporate earnings may be up, but what about struggling small, small business man?"
twitter,thereisawayjose,RT @edwardvirtually: @ActsOfTreason: @whitehouse #whgc Replace corn w/sugarcane in ethanol productio rcane is 4x more efficient & Corn=food!
twitter,cylindarm,@whitehouse fund libraries fund public education
twitter,RvLeshrac,Really? @whitehouse is asking people to choose one branch of scientific research over another? How about we dump all the fucking religion?
twitter,pixel,"@whitehouse I vote for DNA sequencing, AND the Apollo project. We spend billions on war. how about we spend billions on science?"
twitter,hsiangjohn,"@whitehouse I'm no expert, but as a citizen, I'd like to see cheap Solar cells & buildings that produce all the energy they need."
twitter,smartyhall,"@whitehouse Solar on government buildings, Internet everywhere, or maybe battling against monoculture in agriculture?"
twitter,NCQE,RT @cylindarm: @whitehouse fund libraries fund public education
twitter,Annesu,"@whitehouse Apollo program, yes yes yes please!"
twitter,bishop12,@whitehouse lets tackle the genome. #whgc
twitter,Jing_Yi,"@whitehouse World leading public transportation
#whgc"
twitter,Chardbs1,@whitehouse #whgc A viable consumer automobile that uses no fossil fuels.
twitter,Jing_Yi,"@whitehouse World leading broadband
#whgc"
twitter,punkzter,@whitehouse nationwide free wi-fi #whgc
twitter,Yetimon,"@whitehouse 3 areas to focus: personalised genetics, nanotechnology and advanced robotics. Mars can wait - these are more pressing concerns."
twitter,adiaz951,@whitehouse   Military bases on the moon *muahahahhaha* :)
twitter,ryno78,@whitehouse fix economy?
twitter,stvogdn,@whitehouse #whgc Upgrade nation's classrooms and teaching methods to take advantage of 21st century technology.
twitter,LarsPx,@whitehouse Grand Challenge our Nation should address the next Apollo program bcuz Space exploration is essential to future of human species
twitter,stvogdn,@whitehouse #whgc Earthquake prediction
twitter,danedeasy,@whitehouse Get people on Mars!!!
twitter,govwiki,RT @bubbleideas Opinions & collaboration solicited by @Whitehouse on http://bit.ly/d51QPZ . Is this next leve... http://bit.ly/bhdrNK #ogov
twitter,bubbleideas,@whitehouse Soliciting ideas thru black-box email is a (IMHO) a terrible idea. Please look at http://bit.ly/d51QPZ and how industry does it.
twitter,KimmiCFlatWorld,We've just submitted to the Grand Challenge Initiative (@whitehouse)... and we're very excited to have done so! #whgc
twitter,bubbleideas,Opinions & collaboration solicited by @Whitehouse on http://bit.ly/d51QPZ . Is this next level of open governance? #ogov #gov20
twitter,LadyJE,RT: @whitehouse What Grand Challenge should be on our Nation's to-do list? Reply w/your idea now! http://bit.ly/dy9fkL ~ unleash @NiecyNash
twitter,mnthomp,"@whitehouse Apollo. Space is the final frontier, after all."
twitter,mik3cap,@whitehouse #whgc Create completely habitable and fully realized sustainable ecosystems within biospheres (for space travel and shelters).
twitter,mik3cap,"@whitehouse #whgc Aggressively pursue the discovery of extra-planetary life, and seed life on other planets for future colonization purposes"
twitter,mik3cap,@whitehouse #whgc Eliminate global poverty.
twitter,jpsoraire,@whitehouse Serious Financial Regulatory Reform. Much tougher restrictments from financial loopholes. This must be even playing field. #whgc
twitter,mik3cap,@whitehouse #whgc Develop permanent storage media & shielded off-planet archive of all human knowledge with tx/rx to devices all over planet
twitter,bubbleideas,"@Scarletyoshi Hi Scarlet, I agree. See http://bit.ly/d57aTd #ogov that probably @Whitehouse should think of using to figure out better ideas"
twitter,Scarletyoshi,.@whitehouse We need innovations in recycling & waste management to reduce our contributions to landfills   to 0 #whgc
twitter,mik3cap,"@whitehouse #whgc Create manna centers that distribute free, nutritious, convenience food to anyone who wants it. Healthy free ""McDonald's""."
twitter,MARKTARAMUSIC,@whitehouse the WHITE HOUSE'S Grand Challenge should include legalizing GAY MARRIAGE Canada did YEAH CANADA! Get with the program America!
twitter,qutequte,RT @NoCompulsoryVac @Whitehouse Almost 50% of America's children are sick w. chronic conditions-look at the vaccination link! #whgc #novax
twitter,Bourbons3,"@whitehouse #whgc Make LGBT people first-class citizens, just like everyone else."
twitter,mrjamesmoore,".@whitehouse Being Australian my vote probably shouldn't count, but since you asked, +1 for next Apollo program î„Œ"
twitter,packer_nirvana,@whitehouse system to protect the planet from asteroid impact. #whgc
twitter,LawrenceMills,"RT @Bourbons3: @whitehouse #whgc Make LGBT people first-class citizens, just like everyone else."
twitter,bingmobo,"@whitehouse As well, we have invested so much into 'Constellation'. We should not waste the peoples money by letting the program die. #whgc"
twitter,bingmobo,@whitehouse Next Apollo mission. Returning to the moon is an incredibly important milestone for continued human space flight. #whgc
twitter,SolarPlexus2000,@whitehouse The single biggest crisis is the state of our educational system. #whgc
twitter,StudioMesh,@whitehouse #whgc Most everyone here has a great idea. But the key to making most of them possible is a smaller more powerful energy source.
twitter,macmark9,"@whitehouse create self-sustaining human environment on the moon, an asteroid or mars - eventually all three.  Humanity's continuity path."
twitter,IFECO,@whitehouse I think one of the great challenges is on how to tone down the opposition that  be builds against every policies 0f obama
twitter,soaktree,@whitehouse I'ts not a choice between space or geonome...it's both!
twitter,macmark9,"@whitehouse create selfsustaining human environment on the moon, an asteroid or mars-eventually all three.  Humanity's continuity path.#whgc"
twitter,BlackSwanMA,"@whitehouse exascale, in ram virt clock cycle to q-bit. 1 virt cpu / port. use nano wi-fi on chip not epitaxial to solve bandwidth issue."
twitter,obelisktron,"@whitehouse There is an idea that has long been overlooked, the space loop (or launch loop). It is viable, and can solve all oru energ#whgc"
twitter,charlesjordan,RT @whitehouse looking for Grand Challenges in science & tech via Twitter http://bit.ly/9ouo1i | More:  http://bit.ly/dy9fkL
twitter,tony_soundbot,"@whitehouse End wars, cure cancer, end starvation ... fix your country #whgc THEN put another man on the moon."
twitter,deopujari,"@whitehouse My idea for respiratory dialysis-Is there no alternative to getting oxygen in the body,SAVE LUNGS http://bit.ly/9tfnwS #whgc"
twitter,paullieberman,"@whitehouse #whgc Eliminate obesity, pollution, and oil dependence by getting people out of their cars and on to bicycles, or walking."
twitter,greenelectric,1 tbps wireless broadband for rural families on Mars. @whitehouse #whgc
twitter,jwsturgeon,"@whitehouse Apollo-style, most definitely. We need to be leaders in something..."
twitter,gene_moore,The @whitehouse wants a Grand Challenge to work on. Here's a crazy idea... how about a reduction in the size and scope of the federal gov't?
twitter,deopujari,"@whitehouse My idea for respiratory dialysis-Is there no alternative to getting oxygen in body,SAVE LUNGS http://bit.ly/9tfnwS #whgc #chirp"
twitter,imsonal,"RTdeopujari @whitehouse My idea respiratory dialysis-Is there no alternate to getting oxygen in body,SAVE LUNGS http://bit.ly/9tfnwS #whgc"
twitter,pjmccann3,Tell @Whitehouse we want #GlobalZero! Sign the declaration: http://bit.ly/cW9sNq
twitter,StevenJacek,"@whitehouse an intelligent electrical grid - increase efficiency, lower cost, create oil independence"
twitter,melissabaluka,I love astronauts and astro-scientists coming down on the @whitehouse for cutting funding to #NASA. Get 'em! We need #NASA fully funded!
twitter,mccannpj,Tell @Whitehouse we want #GlobalZero! Sign the declaration: http://bit.ly/cW9sNq
twitter,greenelectric,@whitehouse 1 tbps wireless broadband for rural families on Mars.#whgc
twitter,kenhall57,@whitehouse Balance the Budget.
twitter,jefftp,@whitehouse Let's get the human race off this rock before we're wiped out. Fund NASA to get us to Mars and beyond! #whgc
twitter,ssttuu,"@whitehouse Human Genome project, but only with changes to Scientific rules on abortion."
twitter,barudolph,"@whitehouse Fully implement DNA barcode: protect biodiversity, declining fish stocks & fend off invasive species www.barcoding.si.edu #whgc"
twitter,adamguenther,"@whitehouse fix the economy, job market housing market overpriced low quality higher education, then you can think about science projects"
twitter,Starkopolis,"@whitehouse Help build a faster, more energy-efficient, long distance, mass transit system in Magnetic High-Speed Trains #whgc"
twitter,kennethlo,Grand Challenges of the 21st Century - Last day to submit yr ideas for sci & tech to @whitehouse (use #whgc) http://bit.ly/9U1PeD
twitter,ConnectxNature,Grand Challenges of the 21st Century - Last day to submit yr ideas for sci & tech to @whitehouse (use #whgc) http://bit.ly/9U1PeD
twitter,SierraPhotog,"@whitehouse: Grand Challenge?  How about ending entitlements, fix tax system, and get out of people's lives?"
twitter,obelisktron,"@whitehouse Launch loop, it would drastically reduce the cost to orbit and energy from beamed microwave technology-unified vision"
twitter,obelisktron,"@whitehouse The launch loop allows for cheap orbital access, leading to cheap microwave ener: http://en.wikipedia.org/wiki/Launch_loop #whgc"
twitter,ehsdirector,"@whitehouse
#whgc
FYI - Just submitted my plan for the Grand Challenges of the 21st Century. Thanks for inviting me to participate!"
twitter,fiveleafgroup,"@whitehouse replace existing coal power with solar, wind, nuclear by 2020"
twitter,IggyFenton,@whitehouse Improve the education system. Anything else is just spinning tires.
twitter,reustie,@whitehouse Neither...it should be addressing poverty & hunger.  Let's address that!
twitter,ThwartedUserID,@whitehouse #whgc Invest in cold fusion and renewable energy to the extent we did for atom bombs back in the day.
twitter,landley,@whitehouse Make bidirectional fiber optic links as ubiquitous as cable TV or phone lines.  Symmetrical gigabit connections to every home.
twitter,matthewblumberg,"@whitehouse Advances in teaching, learning and thinking (ie education) have the power to advance all fields of endeavor.  #whgc"
twitter,JerryRHall,@whitehouse You want a Grand Challenge? Replicators. So you can give people free stuff WITHOUT taking it from me first. #whgc
twitter,bjkitchin,"@whitehouse improve individuals voice in democratic process, lessen corporate and institutions influence, make appropriations transparent."
twitter,rleiter,"@whitehouse Help American businesses stay at home. Too many businesses are closing here and moving offshore, loosing jobs."
