"network","author_username","post_text"
"twitter","JimPolk","1) get me a job. 20 yrs mgmnt experience 2) limit amendments to bills to relevant amendments. 3) (cont) http://tl.gd/s926e"
"twitter","IFDCnews","Grand Challenge: Creating new, efficient fertilizers that increase food production while protecting the environment"
"twitter","rylanblake","reforming education should be at the top of the list. All year school, college as the goal, free college with service. Etc."
"twitter","LordMiles","Alternative Energy Policy to get us off our oil dependency."
"twitter","DeveloperDanLee","Create Income Equity Certification in a range of levels to companies w CEO pay nearest to average wage earner."
"twitter","scopro1","Must encourage manufacturing. Subsidizing the financial industry won't create jobs or increase GDP."
"twitter","dumdiddy","actual equal rights for all citizens, i.e. homosexual men and women."
"twitter","compfriend","specialized home gym equipment connected to the battery along w your wind turbine, solar panels, and/or biomass furnace =)"
"twitter","fenrislorsrai","dropping water levels in aquifers & rivers. what happens when demand exceeds supply & the bread basket stops producing?"
"twitter","cinmuss","Stop the invasion of our country!  Close the border to all illegal immigrants.  National E-Verify.  Jobs for American citizens!"
"twitter","cadevvi","looking for Grand Challenges in science & tech via Twitter http://bit.ly/9ouo1i | More:  http:/ ..."
"twitter","my_leisure","Grand Challenge: Bring Back COP ROCK!"
"twitter","JesTex","tax the rich, invest in renewable energy, stop the wars, legalize and tax American-grown marijuana"
"twitter","sirius_a","Apparently we can tweet  and provide feedback to the government. Curious!"
"twitter","lostprophyt","How about a federal ruling banning Faith-based education from science standards across the board. That would help."
"twitter","jjmartin","its interesting looking at the people who put in goals or problems versus a tangible project that can be completed"
"twitter","renjambre","Unite us.  8 years of division wore me out"
"twitter","bjhenry","biggest scientific challenge: minimizing human consumption of natural resources without hurting innovation and economic growth."
"twitter","LiveIntent","waste to energy!"
"twitter","DanKirkwood","find inexpensive/efficient way to harvest energy from heat-gathering surfaces (asphalt roads, roof tops, brick walls..)"
"twitter","steven_nelson","Greatest challenge is primary science education: science over superstition."
"twitter","DickHardt","the biggest tech challenge is energy"
"twitter","leifyoungberg","request from  peace""..."
"twitter","talonscar","establish a series of oceanic national parks, and put up wind farms in them."
"twitter","DivaUSA","Pres. Could u pls. re-install Solar Panels taken off  by Former Pres.Reagan (Future Thinker) 2 promote"
"twitter","All_Day_SCIfi","If science fiction helped some kids with science education in the 60s, can't selected free SF do it today? http://bit.ly/bq9RxV"
"twitter","AdamABAlex","Subsidize fiber internet to homes like a utility (i.e., water, sewer, electric) Mandate net neutrality for subsidy."
"twitter","mikeydangerous","Buzz by Michael Heller from Buzz: Okay everyone, sign up on Twitter if only for the White House Grand Challenge. Follow  an..."
"twitter","Followorthy","http://bit.ly/chZHFi ginatrapani:  Detect major earthquakes/tsunamis 24 hours BEFORE they happen http://bit.ly/apKpTl http://bit."
"twitter","lotsahelp","Goverment / political transparency is the most important challenge. Our leaders need to have accountability, good and bad."
"twitter","WretchedMortals","I would like to see education reform be our number one goal. We need to create leaders in the areas of math and science."
"twitter","DarthNole","Shut down the War on Drugs... Save Billions... Legalize MARIJUANA...Help GROW our Economy!"
"twitter","lotsahelp","Knowing our tax dollars are adding true value to our country instead of being wasted would help bolster our confidence."
"twitter","bjrichardson","1) Clean energy!  2) Get the money out of politics and everything else will fall into place. 2 prob requ. for 1"
"twitter","zevmo","TRUE Campaign Finance Reform. Everything else rests upon it. Lobbyists, gone- and Congress can get 2 work 4 us!"
"twitter","annedirkse","slow bandwidth cripples tech innovation"
"twitter","dallasbrooks","try spending less money than we take in with revenues at the federal level."
"twitter","LMSDSciTech","Focus must be on education: high tech, low cost sci/eng lab is  a must for every school for students to EXPERIENCE STEM."
"twitter","SPHouston","Ummm...how about GOING TO MARS???!!!  Seriously, is this a joke?  You guys just murdered our next Apollo program, wake up!!!"
"twitter","offLake","2010 in the USA and there are  rural counties with NO doctors and inadequate access to medical care. Fix it."
"twitter","thekittenfiend","Reduce light pollution. Benefit ecosystems, public health, environment, astrophysics, residence. http://darksky.org"
"twitter","thorsonofodin","As a citizen of the United States and a professional scientist I vote for the human genome project!"
"twitter","offLake","Guarantee every child the opportunity to travel abroad during their school years, it opens hearts and eyes and minds"
"twitter","JeremiahLee","Entrepreneur visa, intellectual property changes, Change-Congress.org's rules, more wind power & CNG trucks"
"twitter","hadlock","Hey let's cap congressional and senate salaries at $75,000/year, and suspend payment until they finish writing the budget!"
"twitter","ActsOfTreason","Replace corn with sugarcane in ethanol production. Sugarcane is 4x more efficient & no other country uses corn. Corn=food!"
"twitter","retiredfirecapt","time to STOP SPENDING money we do not have. Time to reverse course since the Obama plans are ruining the economy. Cut taxes too!"
"twitter","thorsonofodin","I vote to fund more research into algal hydrogen production."
"twitter","sunfrog1","A battery the size of a laptop that can store as much energy as 20 car batteries."
"twitter","sunfrog1","Photograph all living things. This project is already underway but I don't know the name of it."
"twitter","eyewitness81","Doing good with Healthcare and Nuclear arms. Next big challange is hunger.  It's inexcusable that there are hungry in the US."
"twitter","mdc84","the single challenge to add to the National agenda is to decrease entitlement programs + lower the nat'l debt."
"twitter","Avenicio","online medical records the cost is high the benefit is even higher"
"twitter","blanksslate","Leave us alone. Think you're up to the challenge?"
"twitter","nyscof","Measure cavity rates against diet e.g. fruit & vegetable consumption"
"twitter","tobewan","building and implementing the smart-grid in energy."
"twitter","nyscof","Measure individual fluoride intake & individual's cavity rate"
"twitter","jonk","we need to find ways to fix this planet and make sure we leave something our descendants will thrive in"
"twitter","EricMueller","Always-on, everywhere free broadband. The fundamental foundation for innovation."
"twitter","jf","me and my friends would love to work on removing or dependence on oil for energy"
"twitter","chrisajuk","hope uk gov looks at what  is doing with crowd-sourcing for data."
"twitter","sunfrog1","At home system that can purify rainwater into drinking water. Works anywhere in the country."
"twitter","boguta","can nuclear weapons be defeated ?"
"twitter","SignalMarketing","REDUCE DRUG Consumption Â¡Â¡Â¡Â¡"
"twitter","Joolio12","Every citizen, regardless of economic class, should have a Internet enabled phone."
"twitter","sunfrog1","Streamline the patent office to make it easier for citizens to research, invent, patent, and market their inventions."
"twitter","worblehat","apparently responses are looked at.. : What Grand Challenge should be on our Nation's to-do list? ! http://bit.ly/dy9fkL"
"twitter","weraadi","the great challenge is to keep pace with technology in public schools with the commercial sector know I was a tech teacher"
"twitter","robertmurray","Helping to solve homelessness domestically. There are increasing numbers of homeless people."
"twitter","sunfrog1","Build better humanoid robots than the Japanese."
"twitter","plurrtard","looking for Grand Challenges in science & tech via Twitter http://bit.ly/9ouo1i | More: http://bit.ly/dy9fkL"
"twitter","sunfrog1","Build bullet trains across America. MUST go at least 200 mph, not the puny stuff in the works now."
"twitter","chrisajuk","What Grand Challenge should be on our Nation's to-do list? Reply w/your idea now! http://bit.ly/dy9fkL  (via )"
"twitter","sunfrog1","Build an underwater city for scientists and civilian tourists. Also for coolness."
"twitter","sunfrog1","Build a chunnel from Alaska to Russia which contains a road and high speed rail"
"twitter","plurrtard","Follow  and respond when they ask questions. They actually use these responses."
"twitter","dougmejia","Improve education by treating teachers how they should be treated (and pay them what they deserve too)."
"twitter","AC613","Set up a permanent base on the moon!"
"twitter","nocompulsoryvac","Almost 50% of America's children are sick with chronic conditions-look at the vaccination link  Give us healthy kids!"
"twitter","zachgs","lowering taxes, reducing govt regulation, and just in general staying out of American's way should be the top priorities"
"twitter","Deathgleaner","Here's a grand idea: Replace ALL the notebooks, filler paper, and textbooks in schools and give each student an e-tablet"
"twitter","weraadi","train the trainers   schools effectively using technology to train children need funds"
"twitter","phantommongoose","biodiesel made from algae"
"twitter","ActsOfTreason","Secure US Communications Infrastructure to Prevent International Espionage http://bit.ly/989eUA http://bit.ly/9To9l3"
"twitter","gretchen_stone","Create one green job for every carbon job lost."
"twitter","ecofleet","Our police fleets should be driving the market toward better hybrid and natural gas technologies http://bit.ly/cOVA0R"
"twitter","KevinYeaux","How about we follow the Constitution of the United States. Perhaps you've heard of it."
"twitter","japhygrant","Hey  - Let's create a system that can cheaply convert every house in America so it can generate its own power."
"twitter","StealthJihad","Secure US Communications Infrastructure to Prevent International Espionage http://bit.ly/989eUA"
"twitter","TheSmartup","Overturn the Supreme Court ruling on Corporations 1st Amendment and corp spending on elections. were they crazy!"
"twitter","StealthJihad","Stop Supporting War Crimes http://bit.ly/deJrNA"
"twitter","givebackgethire","offer incentives 2 companies 2 hire newly trained folks who gain on the job experience & are able 2 support their families"
"twitter","supercatcalhoun","Scientific collaboration from bench to bedside is a grand idea - use technology to make it happen,"
"twitter","selfreliantlife","Help prepare/design/encourage an American lifestyle where self reliance is the norm not the exception."
"twitter","danwood","Revoke ""corporate personhood"" and corporate abuse of powers so America is By/For/Of the *people* again."
"twitter","fuzzykiwiman","More income equality. Less people in prison more people in classrooms. Less guns and bombs. More cocktail parties."
"twitter","JerseyLakeLady","1. Jobs! 2. end war 3.  Healthcare+ 4. Education 5. don't ask don't tell"
"twitter","ecofleet","Police vehicles have lasting impact after police use. Driven to 300,000 miles =  20,000 gals of gas! http://bit.ly/cOVA0R"
"twitter","UnofficialHB","Technological Challenges America Should Tackle (0.5): Tweet to  or email to challenge http://bit.ly/aybNYd"
"twitter","StealthJihad","Replace corn w/ sugarcane in ethanol. Sugarcane is 4x more efficient, no one else uses corn  corn=food"
"twitter","danblair","Revoke the ""citizenship"" of corporations."
"twitter","selfreliantlife","Implement a national Milky Spore effort to eliminate the Japanese Beetle nationally.  Should save money in the long run."
"twitter","therealrx","re:grand challenge...  peace"
"twitter","danblair","Please: a massive national reforestation program including the outskirts of exurban cities."
"twitter","Ridgekeeper","Go to individual counties in states with highest unemployment and let them start a  /medicaid fraud unit for jobs"
"twitter","poberbauer","High Speed Rail, cure cancer, infrastructure bank, reduce budget deficit"
"twitter","Ridgekeeper","Take down all the mountain ridge litter you have allowed  Turbines right now."
"twitter","jewbama","Stop selling advanced weapons to Israel http://bit.ly/blzfqX"
"twitter","Ridgekeeper","Stop Renewable Energy Grants at end of 2010 Stop insane subsidies to  industry"
"twitter","walkable","Build a high-speed rail network China would be jealous of + make all streets complete streets for peds, bikes, vehicles"
"twitter","Ridgekeeper","The first county should be  County  with unemployment over 15% let them start first   fraud unit"
"twitter","dd0s","the biggest tech challenge is energy http://bit.ly/cHsbaB"
"twitter","salvadorrusso","Stop Selling Advanced Weapons to  http://is.gd/bt9wY"
"twitter","AboutGoNW","Programs are needed that make science - and intellectual achievement in general - something to respect and aspire to."
"twitter","WorldStartups","Fund startup incubators in every major city in the world.  A very efficient way to have long term economic impact."
"twitter","NEBurb","Provide  food for the country.  End corporate  subsidies.  Invest in micro energy programs"
"twitter","Ridgekeeper","Allow albuterol inhalers to use CFC 's again, so Asthma sufferers can have something that works in emergencies."
"twitter","ManhattanPsych","ramp up funding & competition in nuclear physics research molecular imaging & nanotechnology to enter the 21st century with hope"
"twitter","Ridgekeeper","Anything coming from China should be Taxed.  Make China pay high taxes to import so we can again build it here!"
"twitter","WorldStartups","Prevent lunatic fringe from using increasingly harmful and available technology to cause mass violence."
"twitter","reject69187","The Google 1gigabit per second speed internet to every house!"
"twitter","Ridgekeeper","Invent portable device to test early signs head trauma via abnormal eye movements for sports & military  build in"
"twitter","btqf1973","universal access to broadband internet not  just USA but the entire planet - when it's as easy as TV and cell freedom wins"
"twitter","Ridgekeeper","I demand renewable energy that works when I need it!   Wind power has a capacity value of 0! SAY NO to"
"twitter","Padmasree","Digital global health system -records, Telemedicine, mobile  alerts all on a single interoperable platform with global standards"
"twitter","drsekula","Require that a percentage of each federal research grant support edu./outreach (ala NSF) or partnerships with Dep. of Edu."
"twitter","drsekula","Incentivize the education system to improve quantitative reasoning and engineering, not just math skills."
"twitter","drsekula","Better branding of the 5 federal basic research agencies: NSF, DOE, DOD, NIST, NASA. NASA+NSF are the only clear brands."
"twitter","drsekula","Private sector encouragement: the  would benefit from incentives to business to engage in long-term, risky research"
"twitter","KG101","Job creations not just highways ever see how many guys it takes to build a road... not many we need jobs for the masses"
"twitter","maloriejanasek","Upcoming is exploring NAE's Grand Challenges RT RT  What Grand Challenge (cont) http://tl.gd/sc03k"
"twitter","drsekula","Recreate the Office of Technology Assessment to help Congress obtain reliable, long-term science and tech. advice."
"twitter","brianattopsy","energy, energy, energy, energy. technology for self-sustaining households that can survive off-grid, for example."
"twitter","bubbleideas","http://bit.ly/90oxnG Bring unique identification (SSN) completely online for ease & authenticity of access"
"twitter","stumo","Painful timing with the  project. Take a look at unemployment, any fool can see it's at a ""grand"" scale right now. Fix it."
"twitter","sean03","tax breaks and widely-disseminated instructions for xeriscaping lawns; no  watering, no smoky lawnmowers"
"twitter","bonedog84","to add to the list of grand projects: a Manhattan Project for education, creating open-access K-12 online texts."
"twitter","loopflux","Develop flexible open-source architecture template allowing agencies to migrate away from Microsoft."
"twitter","Catherine_Ford","College/Trade School availability for all who want to put in the effort w/loan forgiveness for NPrft/Govt wk after done"
"twitter","classicalracist","Secure US Banking to Prevent Financing of International Terrorism http://bit.ly/du0Dh2"
"twitter","antio","Grand Challenges of the 21st Century: Get spending & taxes under control; get off foreign oil; fix the grid."
"twitter","Catherine_Ford","Setting up a base on the moon and going to Mars should be among our next grand challenges. Science/Math Ed needs a boost!"
"twitter","dhgisme","find ways to promote a national paradigm shift towards collaboration, open innovation / science"
"twitter","myrta_r_harris","A CTA from : Grand Challenges of the 21st Century -Your Ideas Welcome! Reply here --&gt; http://ow.ly/1yEQN"
"twitter","myrnarivera","A call to action from : Grand Challenges of the 21st Century -- Your Ideas Welcome! Reply w/your idea here --&gt; http://ow.ly/1yEQN"
"twitter","schlaf","The grand challenge that I think we need to address is a lack of affordable and exceptional education for all citizens."
"twitter","caseywest","Mass transit infrastructure: High speed and light rail, urban transit, bike lanes, biking incentives, electric busses."
"twitter","shanewharris","People on Mars by 2020."
"twitter","ChrisDiehl","Manhattan project for green energy in order to become world leader in green tech. China already going full force."
"twitter","larsleafblad","Like this? built change.gov RT  Seeking Grand Challenges for US to-do list! http://j.mp/dy9fkL"
"twitter","edwardvirtually","Replace corn w/sugarcane in ethanol production. Sugarcane is 4x more efficient & Corn=food!"
"twitter","earthspeakorg","Replace corn w/sugarcane 4 ethanol. Sugarcane is 4x more efficient & Corn=food!"
"twitter","nmanaloto","cure for diabetes"
"twitter","nmanaloto","long range and remote nuclear weapon disarming technology"
"twitter","metalsnews","Renewable energy, Nano tech tungsten mesh, High speed communications (internet,WiFi,mobile)"
"twitter","nmanaloto","a new smart system that will provide trading equality scenarios and solutions to all nations (solve trading issues)"
"twitter","nmanaloto","create a new kind of industry where US can lead & create new jobs, technologies, products, educational opportunities etc"
"twitter","Alwayswatchin","Remove the ""At Will"" clause to improve employee rights and reduce unemployment and the economy. It is grossly misused."
"twitter","nmanaloto","create gadget that will capture energy from all human activity in non obtrusive way  ie keyboard typing powers battery"
"twitter","Knottienature","What Grand Challenge should be on our Nation's to-do list?  &lt; getting the hell out of peoples lives and wallets?"
"twitter","SigHolmes","Make Eric Cantor less smarmy.  What Grand Challenge should be on our Nation's to-do list?"
"twitter","SigHolmes","Making Boehner quit using ""spray on tan.""  What Grand Challenge should be on our Nation's to-do list?"
"twitter","Samiztweet","Giving a rip about human rights in  and treating the Dalai Lama like the next  he is would be one suggestion."
"twitter","pattymlt","Convince the american ppl that financial reform is a must! Don't wait till it's too late!"
"twitter","SigHolmes","Making elected GOP officials display some manners in public.  What Grand Challenge should be on our Nation's to-do list?"
"twitter","SigHolmes","Reducing influence of foreign capital.  What Grand Challenge should be on our Nation's to-do list?"
"twitter","selassieanwar","We need to get back in the top spot for science and technology! Americans are so competitive but we're falling behind in this?!"
"twitter","SigHolmes","Sustainable economic development, domestically.  What Grand Challenge should be on our Nation's to-do list?"
"twitter","SigHolmes","Decreasing income inequality, top to bottom.  What Grand Challenge should be on our Nation's to-do list?"
"twitter","SigHolmes","Increasing labor union membership numbers.  What Grand Challenge should be on our Nation's to-do list?"
"twitter","SigHolmes","Take the country back from corporate interests; finance reform.  What Grand Challenge should be on our Nation's to-do list?"
"twitter","NoirPride","Let me have at least a civil union nation wide. This is a secular nation. Unions are decided by the state."
"twitter","BanditWorks","Build nationwide energy infrastructure fueled by clean & renewable sources! (i.e. solar powered hydrogen fuel stations)"
"twitter","zyngarfaggots","Manhattan Project scale efforts in making nuclear fusion a reality"
"twitter","ATLPICS_NET","looking for   in  &  (via ) â€¢"
"twitter","zyngarfaggots","Give much greater exposure and priority to science and technology through popular mass media"
"twitter","zyngarfaggots","Allow major advance in computer technolgy by investing in bringing memristor based processor/storage technology to market"
"twitter","Acey376","what about a new Obama genome project? Tell the truth Obama, you're a damned foreigner!"
"twitter","patrickneville","i think translation is the most important along with prosthetics"
"twitter","Rhinehold","how about ""Letting people live their lives as they choose?""  Or is that too daunting of a task to take on?"
"twitter","Acey376","how about reestablishing states rights, personal liberty, and massively reducing the size of federal government? Get out Obama!"
"twitter","elizabeth5058","education...Let's take a really big step in making education relevant and put vocational education back in high school!"
"twitter","elizabeth5058","the economy! Corporate earnings may be up, but what about struggling small, small business man?"
"twitter","thereisawayjose","Replace corn w/sugarcane in ethanol productio rcane is 4x more efficient & Corn=food!"
"twitter","RvLeshrac","Really?  is asking people to choose one branch of scientific research over another? How about we dump all the fucking religion?"
"twitter","pixel","I vote for DNA sequencing, AND the Apollo project. We spend billions on war. how about we spend billions on science?"
"twitter","hsiangjohn","I'm no expert, but as a citizen, I'd like to see cheap Solar cells & buildings that produce all the energy they need."
"twitter","smartyhall","Solar on government buildings, Internet everywhere, or maybe battling against monoculture in agriculture?"
"twitter","NCQE","fund libraries fund public education"
"twitter","Annesu","Apollo program, yes yes yes please!"
"twitter","bishop12","lets tackle the genome."
"twitter","Jing_Yi","World leading public transportation"
"twitter","Chardbs1","A viable consumer automobile that uses no fossil fuels."
"twitter","Jing_Yi","World leading broadband"
"twitter","punkzter","nationwide free wi-fi"
"twitter","Yetimon","3 areas to focus: personalised genetics, nanotechnology and advanced robotics. Mars can wait - these are more pressing concerns."
"twitter","adiaz951","Military bases on the moon *muahahahhaha* :)"
"twitter","ryno78","fix economy?"
"twitter","stvogdn","Upgrade nation's classrooms and teaching methods to take advantage of 21st century technology."
"twitter","LarsPx","Grand Challenge our Nation should address the next Apollo program bcuz Space exploration is essential to future of human species"
"twitter","stvogdn","Earthquake prediction"
"twitter","danedeasy","Get people on Mars!!!"
"twitter","govwiki","Opinions & collaboration solicited by  on http://bit.ly/d51QPZ . Is this next leve... http://bit.ly/bhdrNK"
"twitter","bubbleideas","Soliciting ideas thru black-box email is a (IMHO) a terrible idea. Please look at http://bit.ly/d51QPZ and how industry does it."
"twitter","KimmiCFlatWorld","We've just submitted to the Grand Challenge Initiative ()... and we're very excited to have done so!"
"twitter","bubbleideas","Opinions & collaboration solicited by  on http://bit.ly/d51QPZ . Is this next level of open governance?"
"twitter","LadyJE","What Grand Challenge should be on our Nation's to-do list? Reply w/your idea now! http://bit.ly/dy9fkL ~ unleash"
"twitter","mnthomp","Apollo. Space is the final frontier, after all."
"twitter","mik3cap","Create completely habitable and fully realized sustainable ecosystems within biospheres (for space travel and shelters)."
"twitter","mik3cap","Aggressively pursue the discovery of extra-planetary life, and seed life on other planets for future colonization purposes"
"twitter","mik3cap","Eliminate global poverty."
"twitter","jpsoraire","Serious Financial Regulatory Reform. Much tougher restrictments from financial loopholes. This must be even playing field."
"twitter","mik3cap","Develop permanent storage media & shielded off-planet archive of all human knowledge with tx/rx to devices all over planet"
"twitter","bubbleideas","Hi Scarlet, I agree. See http://bit.ly/d57aTd  that probably  should think of using to figure out better ideas"
"twitter","Scarletyoshi","We need innovations in recycling & waste management to reduce our contributions to landfills   to 0"
"twitter","mik3cap","Create manna centers that distribute free, nutritious, convenience food to anyone who wants it. Healthy free ""McDonald's""."
"twitter","MARKTARAMUSIC","the WHITE HOUSE'S Grand Challenge should include legalizing GAY MARRIAGE Canada did YEAH CANADA! Get with the program America!"
"twitter","qutequte","Almost 50% of America's children are sick w. chronic conditions-look at the vaccination link!"
"twitter","mrjamesmoore","Being Australian my vote probably shouldn't count, but since you asked, +1 for next Apollo program î„Œ"
"twitter","packer_nirvana","system to protect the planet from asteroid impact."
"twitter","LawrenceMills","Make LGBT people first-class citizens, just like everyone else."
"twitter","bingmobo","As well, we have invested so much into 'Constellation'. We should not waste the peoples money by letting the program die."
"twitter","bingmobo","Next Apollo mission. Returning to the moon is an incredibly important milestone for continued human space flight."
"twitter","SolarPlexus2000","The single biggest crisis is the state of our educational system."
"twitter","StudioMesh","Most everyone here has a great idea. But the key to making most of them possible is a smaller more powerful energy source."
"twitter","macmark9","create self-sustaining human environment on the moon, an asteroid or mars - eventually all three.  Humanity's continuity path."
"twitter","IFECO","I think one of the great challenges is on how to tone down the opposition that  be builds against every policies 0f obama"
"twitter","soaktree","I'ts not a choice between space or geonome...it's both!"
"twitter","macmark9","create selfsustaining human environment on the moon, an asteroid or mars-eventually all three.  Humanity's continuity path."
"twitter","BlackSwanMA","exascale, in ram virt clock cycle to q-bit. 1 virt cpu / port. use nano wi-fi on chip not epitaxial to solve bandwidth issue."
"twitter","obelisktron","There is an idea that has long been overlooked, the space loop (or launch loop). It is viable, and can solve all oru energ"
"twitter","charlesjordan","looking for Grand Challenges in science & tech via Twitter http://bit.ly/9ouo1i | More:  http://bit.ly/dy9fkL"
"twitter","tony_soundbot","End wars, cure cancer, end starvation ... fix your country  THEN put another man on the moon."
"twitter","deopujari","My idea for respiratory dialysis-Is there no alternative to getting oxygen in the body,SAVE LUNGS http://bit.ly/9tfnwS"
"twitter","paullieberman","Eliminate obesity, pollution, and oil dependence by getting people out of their cars and on to bicycles, or walking."
"twitter","greenelectric","1 tbps wireless broadband for rural families on Mars."
"twitter","jwsturgeon","Apollo-style, most definitely. We need to be leaders in something..."
"twitter","gene_moore","The  wants a Grand Challenge to work on. Here's a crazy idea... how about a reduction in the size and scope of the federal gov't?"
"twitter","deopujari","My idea for respiratory dialysis-Is there no alternative to getting oxygen in body,SAVE LUNGS http://bit.ly/9tfnwS"
"twitter","imsonal","My idea respiratory dialysis-Is there no alternate to getting oxygen in body,SAVE LUNGS http://bit.ly/9tfnwS"
"twitter","pjmccann3","Tell  we want  Sign the declaration: http://bit.ly/cW9sNq"
"twitter","StevenJacek","an intelligent electrical grid - increase efficiency, lower cost, create oil independence"
"twitter","melissabaluka","I love astronauts and astro-scientists coming down on the  for cutting funding to  Get 'em! We need  fully funded!"
"twitter","kenhall57","Balance the Budget."
"twitter","jefftp","Let's get the human race off this rock before we're wiped out. Fund NASA to get us to Mars and beyond!"
"twitter","ssttuu","Human Genome project, but only with changes to Scientific rules on abortion."
"twitter","barudolph","Fully implement DNA barcode: protect biodiversity, declining fish stocks & fend off invasive species www.barcoding.si.edu"
"twitter","adamguenther","fix the economy, job market housing market overpriced low quality higher education, then you can think about science projects"
"twitter","Starkopolis","Help build a faster, more energy-efficient, long distance, mass transit system in Magnetic High-Speed Trains"
"twitter","kennethlo","Grand Challenges of the 21st Century - Last day to submit yr ideas for sci & tech to  (use  http://bit.ly/9U1PeD"
"twitter","SierraPhotog","Grand Challenge?  How about ending entitlements, fix tax system, and get out of people's lives?"
"twitter","obelisktron","Launch loop, it would drastically reduce the cost to orbit and energy from beamed microwave technology-unified vision"
"twitter","obelisktron","The launch loop allows for cheap orbital access, leading to cheap microwave ener: http://en.wikipedia.org/wiki/Launch_loop"
"twitter","ehsdirector","FYI - Just submitted my plan for the Grand Challenges of the 21st Century. Thanks for inviting me to participate!"
"twitter","fiveleafgroup","replace existing coal power with solar, wind, nuclear by 2020"
"twitter","IggyFenton","Improve the education system. Anything else is just spinning tires."
"twitter","reustie","Neither...it should be addressing poverty & hunger.  Let's address that!"
"twitter","ThwartedUserID","Invest in cold fusion and renewable energy to the extent we did for atom bombs back in the day."
"twitter","landley","Make bidirectional fiber optic links as ubiquitous as cable TV or phone lines.  Symmetrical gigabit connections to every home."
"twitter","matthewblumberg","Advances in teaching, learning and thinking (ie education) have the power to advance all fields of endeavor."
"twitter","JerryRHall","You want a Grand Challenge? Replicators. So you can give people free stuff WITHOUT taking it from me first."
"twitter","bjkitchin","improve individuals voice in democratic process, lessen corporate and institutions influence, make appropriations transparent."
"twitter","rleiter","Help American businesses stay at home. Too many businesses are closing here and moving offshore, loosing jobs."
"twitter","imaharleychic","do something about jobs leaving this country!"
"twitter","jmjz","time to get NASA up and running.too much lag til real human flight. replace constell. project NOW with manned flight."
"twitter","leonephotos","We need to fund both the Human Genome Project AND a future Apollo Program."
"twitter","exsecrare","how about not wasting money that could be put to much better use in this current economic climate. That sounds good to me"
"twitter","spl1011","next Apollo program!"
"twitter","givemethefive","Challenge is knowing that time has come to focus more on domestic issues. Let the people get closer to eachother & to the Nation"
"twitter","DMBMSB","We need to concentrate on protecting our borders not passing crap like this www.thefederalregister.com/d.p/2009-02-04-E9-2488"
"twitter","hopkinsju","defeat aging. Methuselah style."
"twitter","MpKain","here is an idea, make patents affordable for people who are poor. im poor, disabled, and need to eat, so i cant innovate"
"twitter","ColeMagoo","Promote net neutrality in a definite way!"
"twitter","Prokofy","Grand Challenges in science shouldn't have only an 8 week window open for comments. Grand shouldn't be rushed."
"twitter","dlwings","take our government back from the corporations and let the people decide what is best for our countery"
"twitter","rwbloch","Grand Challenge - simplify tax code, lower spending  so people can believe in govt again"
